"id","fwei_change_mean","flood_share","pland_flood","np_flood","flood_cohesion","flood_clumpy","flood_lpi","mean_dist_green","min_dist_green"
64,-0.0306721316059702,0.2425,24.25,1,94.5753035249093,0.954478206441334,24.25,179.0307340327,162.864974975586
65,-0.0229542573852086,0,0,0,NA,NA,0,NA,NA
66,-0.0332962122320896,0,0,0,NA,NA,0,NA,NA
67,-0.0789173687295988,0,0,0,NA,NA,0,NA,NA
68,-0.153136727983383,0.0025,0.25,1,0,NA,0.25,7.07106781005859,7.07106781005859
69,-0.0101573390924023,0.2025,20.25,3,89.978885174785,0.860675722744688,18.75,6.91841996746299,0
70,-0.0245814430491191,0.09,9,3,79.2502931851766,0.78021978021978,6.75,18.2581995328267,0
71,-0.0145296669572781,0,0,0,NA,NA,0,NA,NA
72,-0.0106300566221739,0.0225,2.25,2,61.8038771408003,0.744245524296675,2,171.031489054362,155.72412109375
73,-0.0124921362940222,0,0,0,NA,NA,0,NA,NA
74,-0.019902125241133,0,0,0,NA,NA,0,NA,NA
75,-0.0180550002633754,0,0,0,NA,NA,0,NA,NA
76,-0.0010829954050223,0,0,0,NA,NA,0,NA,NA
77,0.0272019118310118,0.145,14.5,1,91.4414281200292,0.953216374269006,14.5,73.7716937887258,55
78,0.0022107130015047,0.27,27,1,95.1342058036908,0.971900245872849,27,34.473129219479,0
79,-0.159805011425051,0,0,0,NA,NA,0,NA,NA
80,-0.125568979755044,0,0,0,NA,NA,0,NA,NA
81,-0.120846571436341,0,0,0,NA,NA,0,NA,NA
82,0.0338249138921674,0.565,56.5,1,98.2611567869712,0.90717230458405,56.5,112.152412380792,65
83,0.0971191233838908,0.9525,95.25,1,99.8703629518046,0.825047383000437,95.25,40.6242396437277,0
84,0.285588442580774,1,100,1,100,NA,100,55.3783812427521,0
85,0.227963043004274,0.8625,86.25,1,99.5959799783351,0.944227551589515,86.25,40.5454135784204,0
86,-0.0361902852584535,0.0725,7.25,2,83.1260972137714,0.885301370648621,7,7.25171464065026,0
87,0.0456274222352295,0.485,48.5,1,97.7057035934975,0.973031283710895,48.5,34.1335990551821,0
88,0.0375847122195955,0.33,33,1,96.1011760023317,0.938068991143866,33,83.3957612875736,47.1699066162109
89,-0.0623233358410653,0,0,0,NA,NA,0,NA,NA
90,-0.109675797512755,0,0,0,NA,NA,0,NA,NA
91,-0.0766574764379766,0.0325,3.25,1,76.0684107249879,0.827734711455642,3.25,95.1725146953876,87.3212432861328
92,0.124212148926126,0.5925,59.25,1,98.4255810267197,0.950144718802365,59.25,108.411329695947,80.6225738525391
93,0.00690173629438505,0.3175,31.75,1,95.9225630587777,0.942914228628514,31.75,67.5495813024326,15
94,0.00833877064320404,0.1625,16.25,1,92.2068700432412,0.936600184916127,16.25,23.3554098862868,0
95,0.0219563468636807,0.1475,14.75,1,91.5590620020185,0.94249899373239,14.75,117.466274714066,81.3941040039062
96,-0.0143774141819449,0.0925,9.25,1,87.9580013362782,0.855484803323849,9.25,102.585119298986,80.777473449707
97,-0.0404215954735264,0,0,0,NA,NA,0,NA,NA
98,-0.00241690580641716,0.1025,10.25,4,78.9560931545028,0.757781276492673,7.25,11.0152659997707,0
99,-0.0450096403535281,0.055,5.5,2,76.4902019111937,0.844382197323374,4.75,8.3390815041282,0
100,-0.0176357661581096,0.0575,5.75,1,83.3142722045184,0.970527556734453,5.75,24.7262778074845,15
101,0.00858032840825217,0.1225,12.25,6,77.9787993592683,0.647266313932981,7.5,14.6405956112609,0
102,0.0162892683787504,0.0975,9.75,7,69.9158297229616,0.659066695077775,5.5,4.14109782683544,0
103,0.00991780264846966,0.1075,10.75,3,80.843864091981,0.766573295985061,7.25,3.03825467131859,0
104,0.00416598913148846,0.0475,4.75,2,78.0010569187133,0.710381029957462,4.5,3.50014817087274,0
105,0.0186945541408932,0.045,4.5,6,52.4592539595781,0.495830909443475,2.25,15.0359932581584,0
106,0.00840696156198987,0.0175,1.75,5,20.6476234428033,0.236641221374046,0.75,13.1671273367746,5
107,-0.000239072048207163,0.0025,0.25,1,0,NA,0.25,10,10
108,-0.00018214629277054,0.01,1,2,34.5233986084855,0.494949494949495,0.75,50.7072992324829,46.0977210998535
109,-0.00582569155842066,0.005,0.5,2,0,1,0.25,13.0901699066162,11.1803398132324
110,-0.0113669183860543,0,0,0,NA,NA,0,NA,NA
111,0.0188392993279717,0.205,20.5,1,93.6387867289635,0.930600737367166,20.5,11.1857073016283,0
112,0.0057854063465129,0.0275,2.75,6,33.3589644488846,0.383033419023136,1.25,22.7578183954412,0
113,-0.00287852343848499,0.0075,0.75,1,44.4894453484604,1,0.75,5,5
114,0.0160036967168026,0.0675,6.75,4,66.6983312008518,0.65085105056425,2.5,6.36511682581019,0
115,0.0168538960852902,0.2275,22.75,4,86.1244968159939,0.776259538934836,12.75,3.05572920579177,0
116,0.00280849765968696,0.05,5,1,81.7256002368443,0.864176570458404,5,7.32678394317627,0
117,0.0136794926700168,0.0875,8.75,2,81.0754154020223,0.773264052905054,5.75,5.97768096923828,0
118,0.0116622473771065,0.065,6.5,5,67.2619658834722,0.686970131733403,3,13.5927666884202,0
119,0.0103004249626974,0.0175,1.75,5,18.0603026582958,0.236641221374046,0.5,13.0332409994943,7.07106781005859
120,0.0105945329502219,0.0175,1.75,2,51.615396620588,0.618320610687023,1.25,11.8579472133092,10
121,-0.0129133047929645,0.0175,1.75,3,38.8779033563773,0.491094147582697,0.75,14.5356273651123,5
122,-0.03197039804734,0,0,0,NA,NA,0,NA,NA
123,-0.0282253083403157,0.0025,0.25,1,0,NA,0.25,28.2842712402344,28.2842712402344
124,0.0028916175876202,0.005,0.5,1,30.8308651382582,1,0.5,12.5,10
125,0.00312378760027059,0.01,1,2,34.5233986084855,0.494949494949495,0.75,18.8553247451782,11.1803398132324
126,-0.0062580292883149,0.0125,1.25,3,28.2051781506445,0.392405063291139,0.75,24.8632423400879,11.1803398132324
127,-0.00183542142533042,0.015,1.5,2,45.0766242787986,0.709934735315446,1,9.49862130482992,0
128,-0.00587989649911833,0.04,4,2,74.2500702543702,0.826388888888889,3.75,3.82582521438599,0
129,0.0184037301227727,0.1125,11.25,2,86.7611807060954,0.851742031134173,10.5,3.20315856933594,0
130,0.00210240829188479,0.07,7,3,73.1877269694959,0.7610513739546,4.5,3.41589110238212,0
131,-0.00271099435377664,0.0775,7.75,3,75.0508813194549,0.78319783197832,4.25,5.13536293275895,0
132,-0.00173996450943378,0.025,2.5,3,55.0674816235405,0.763313609467456,2,19.2121528625488,7.07106781005859
133,-0.00146727906902925,0,0,0,NA,NA,0,NA,NA
134,0.016698347538495,0.22,22,2,91.7231152388375,0.853013228809407,19.75,4.83943182771856,0
135,0.00710082657904422,0.0175,1.75,1,65.4774238937655,0.745547073791349,1.75,54.549498966762,49.4974746704102
136,-0.0181610356340752,0,0,0,NA,NA,0,NA,NA
137,-0.0276954737565211,0.0225,2.25,3,49.9662138210575,0.573742540494459,1.5,10.2548650105794,0
138,0.0976534342385276,0.6725,67.25,1,98.8451498857927,0.836747033481974,67.25,3.64808579625693,0
139,0.0443294300101843,0.38,38,3,95.3933272171149,0.895941727367326,36.75,13.6075503198724,0
140,-0.0949810328191597,0.06,6,2,81.1979054936838,0.776035834266517,5.75,10.2086706161499,0
141,-0.0393613302191443,0.0025,0.25,1,0,NA,0.25,32.0156211853027,32.0156211853027
142,-0.0240506623149849,0,0,0,NA,NA,0,NA,NA
143,-0.0267506836168468,0,0,0,NA,NA,0,NA,NA
144,-0.0286467191178235,0.0225,2.25,1,70.1754385964912,0.829497016197783,2.25,63.1992017957899,60
145,-0.00206935487891315,0.0625,6.25,4,65.0532184749907,0.653333333333333,2.75,31.5667636108398,5
146,0.0398025485155176,0.535,53.5,4,96.8048485973541,0.951369751985735,52.75,27.9762720660629,0
147,0.00306273623195011,0.3525,35.25,1,96.3984008308788,0.952111580018557,35.25,86.3699728512595,35.355339050293
148,-0.0580854818707303,0.015,1.5,1,62.2896536353828,0.854967367657723,1.5,125.625579833984,122.983741760254
149,-0.0575542663548913,0,0,0,NA,NA,0,NA,NA
150,-0.0974067480722442,0,0,0,NA,NA,0,NA,NA
151,-0.123778561614454,0,0,0,NA,NA,0,NA,NA
152,-0.0535409132485504,0.105,10.5,1,89.0207000039903,0.889841844362263,10.5,27.3094382513137,7.07106781005859
153,-0.0212663433360649,0.03,3,2,62.8738722138861,0.696785930867192,2,3.18761730194092,0
154,0.0158492759484307,0.1525,15.25,5,76.0593326855386,0.6660544331274,4.5,3.8009533491291,0
155,-0.0445944630631129,0,0,0,NA,NA,0,NA,NA
156,-0.0200314061585232,0,0,0,NA,NA,0,NA,NA
157,-0.0223425114677372,0.065,6.5,1,84.6193541959806,0.97391417764445,6.5,15.3136094900278,7.07106781005859
158,-0.063027659460422,0.0175,1.75,1,65.4774238937655,1,1.75,2.14285714285714,0
159,-0.0166982039688446,0.0175,1.75,1,65.4774238937655,0.745547073791349,1.75,20.8489393506731,7.07106781005859
160,0.32282032331801,0.9425,94.25,1,99.8418294460568,0.975676497415628,94.25,73.7559671832016,11.1803398132324
161,0.169778848822989,0.64,64,2,97.5493950496681,0.936342592592593,61.75,46.9983425587416,5
162,-0.133990289862268,0,0,0,NA,NA,0,NA,NA
163,-0.0983971456161817,0,0,0,NA,NA,0,NA,NA
164,-0.0711596926694619,0,0,0,NA,NA,0,NA,NA
165,-0.0210041407997778,0,0,0,NA,NA,0,NA,NA
166,-0.0310433412832208,0,0,0,NA,NA,0,NA,NA
167,-0.0770323679991998,0,0,0,NA,NA,0,NA,NA
168,-0.0940835686246282,0.11,11,1,89.3941397590651,1,11,58.4599131670865,41.2310562133789
169,0.0219604046801942,0.35,35,5,91.3988605905819,0.801682692307692,28,18.1166482244219,0
170,0.0175602459271613,0.2075,20.75,5,82.8664878053212,0.751067619476813,9.75,4.24646821079484,0
171,-0.00615806954363507,0,0,0,NA,NA,0,NA,NA
172,-0.0155797143683594,0,0,0,NA,NA,0,NA,NA
173,-0.0124114136486469,0,0,0,NA,NA,0,NA,NA
174,-0.0368243828378763,0.0025,0.25,1,0,NA,0.25,11.1803398132324,11.1803398132324
175,-0.167766462581749,0,0,0,NA,NA,0,NA,NA
176,-0.0417672999508795,0,0,0,NA,NA,0,NA,NA
177,-0.0171479698757412,0.0025,0.25,1,0,NA,0.25,133.135269165039,133.135269165039
178,-0.0487932256225031,0,0,0,NA,NA,0,NA,NA
179,-0.0266815717737882,0,0,0,NA,NA,0,NA,NA
180,-0.14081460403715,0,0,0,NA,NA,0,NA,NA
181,-0.0761957189929672,0,0,0,NA,NA,0,NA,NA
182,-0.0740746466103155,0,0,0,NA,NA,0,NA,NA
183,0.00602514421916567,0.415,41.5,2,96.4397124552866,0.927378358750908,41,51.143269228648,20
184,0.17673509520886,0.8775,87.75,1,99.6446261822776,0.803294811900664,87.75,103.370563344059,44.7213592529297
185,0.26267057065852,1,100,1,100,NA,100,54.0633878087997,0
186,0.0640383140374797,0.3225,32.25,3,93.47677131144,0.87438172254063,29.75,22.3224699774454,0
187,-0.00030181189533323,0.155,15.5,3,85.9296537317838,0.835634451019066,13.25,21.3803183647894,0
188,0.11452690884762,0.85,85,3,97.6775984929639,0.813374805598756,80.75,67.7527339430416,15.8113880157471
189,0.0667617658008385,0.5975,59.75,1,98.4542502383879,0.955535175844484,59.75,102.567861788442,56.5685424804688
190,-0.0549630102451192,0.045,4.5,1,80.4523936425773,0.922435524529765,4.5,101.548982832167,95.1314926147461
191,-0.0908254768355255,0,0,0,NA,NA,0,NA,NA
192,-0.00226350333003211,0.025,2.5,2,58.1880425789518,0.763313609467456,1.25,89.981623840332,74.3303451538086
193,0.0489951409118294,0.4875,48.75,1,97.7251065890586,0.881417598706374,48.75,24.4536670293563,0
194,0.0863201707226835,0.53,53,1,98.0336545290164,0.951398639161896,53,65.6520890019975,5
195,0.112046582499606,0.5575,55.75,1,98.2142154717639,0.94567579313342,55.75,54.2174642331932,11.1803398132324
196,0.0078767083650564,0.1425,14.25,2,88.5902869367462,0.785803534241685,12.75,9.14025226392244,0
197,0.00594593715475639,0.075,7.5,3,72.8736768642254,0.669056811913955,3.5,4.62022488911947,0
198,-0.0742328608082607,0.02,2,1,68.0470115164975,0.795918367346939,2,4.63388347625732,0
199,-0.0412515177523892,0.195,19.5,1,93.3444522721621,0.954991448375191,19.5,27.8122861813276,11.1803398132324
200,0.00645023471020977,0.18,18,4,84.9762951671943,0.807950835413866,14,42.5074349774255,0
201,0.0123922558036884,0.145,14.5,4,86.0783581021694,0.83625730994152,13,1.46551724137931,0
202,0.0372359916869937,0.3725,37.25,3,92.6801093341371,0.70228974213038,20.5,5.58693258554343,0
203,0.0145764669660267,0.25,25,1,94.7368421052632,0.866666666666667,25,2.60677814483643,0
204,0.00328985613097757,0.02,2,3,46.9544081498484,0.693877551020408,1.5,18.2580187320709,14.1421356201172
205,-0.000138756966680376,0.0025,0.25,1,0,NA,0.25,35,35
206,0.00458778045564031,0.015,1.5,4,20.9533576270945,0.274836838288615,0.5,9.22041257222494,5
207,-0.00314745350464364,0.005,0.5,1,30.8308651382582,1,0.5,23.0553131103516,20.6155281066895
208,-0.00139290833257519,0.015,1.5,2,46.9371480234533,0.419869470630892,1,11.4942932128906,0
209,-0.00366643144437148,0.0025,0.25,1,0,NA,0.25,14.1421356201172,14.1421356201172
210,-0.0113934956580124,0,0,0,NA,NA,0,NA,NA
211,0.0102462709578322,0.0875,8.75,5,69.65204738413,0.697685403873406,5.5,6.26112997872489,0
212,0.0208014848125185,0.1325,13.25,5,78.0262550297624,0.797320834784812,8,23.2340796848513,10
213,0.00909684933574681,0.0075,0.75,2,20.9533576270945,0.496221662468514,0.5,16.8316993713379,0
214,0.00153207989990733,0.03,3,1,74.8763016215986,0.878714372346877,3,22.091611067454,15
215,-0.0104305763770753,0.15,15,2,90.6512323696132,0.864253393665158,14.75,2.58925565083822,0
216,0.00145273046567354,0.015,1.5,1,62.2896536353828,0.709934735315446,1.5,17.6967233022054,10
217,0.0326611707840044,0.21,21,7,79.6783586690955,0.711154532325206,10.25,10.4972807112194,0
218,0.0121615230709358,0.055,5.5,3,73.1774035114053,0.657640834111422,4.25,15.4534360712225,7.07106781005859
219,-0.0072871672029396,0,0,0,NA,NA,0,NA,NA
220,-0.000809911734896218,0.01,1,1,52.6315789473684,0.747474747474748,1,18.786524772644,14.1421356201172
221,-0.0186690825008009,0.0125,1.25,1,58.1880425789518,1,1.25,7.6502815246582,5
222,-0.00447253580023244,0,0,0,NA,NA,0,NA,NA
223,-0.0129972092648654,0,0,0,NA,NA,0,NA,NA
224,-0.0318358190494473,0,0,0,NA,NA,0,NA,NA
225,-0.00151637717504173,0,0,0,NA,NA,0,NA,NA
226,0.00978043751549194,0,0,0,NA,NA,0,NA,NA
227,-0.0215935575878575,0.015,1.5,1,62.2896536353828,0.854967367657723,1.5,11.1002731323242,5
228,0.00448846352326655,0.01,1,3,15.8692205350002,0.242424242424242,0.5,14.1421937942505,5
229,-0.0147147616793154,0.0025,0.25,1,0,NA,0.25,25,25
230,-0.0440459168621601,0.005,0.5,1,30.8308651382582,1,0.5,43.7206878662109,42.7200164794922
231,-0.0603052601890158,0.0025,0.25,1,0,NA,0.25,0,0
232,-0.0043587775456399,0.0025,0.25,1,0,NA,0.25,7.07106781005859,7.07106781005859
233,0.0039518696196501,0.045,4.5,2,73.385208133316,0.767306573589296,3.75,31.0205691655477,15.8113880157471
234,0.039762375588034,0.4725,47.25,2,97.0842304494745,0.815842924847664,46.5,2.03350178148381,0
235,0.0465395671112609,0.36,36,2,96.1324878704321,0.840198863636364,35.75,1.29561487833659,0
236,-0.0393766088664756,0.02,2,1,68.0470115164975,0.795918367346939,2,1.25,0
237,0.0845610651871539,0.58,58,1,98.352293007383,0.890025294182338,58,2.06190073079076,0
238,0.0408921416894373,0.3125,31.25,7,84.7071524508876,0.724469363235883,15,8.02789854431152,0
239,0.0149253957102337,0.065,6.5,6,58.9821183180147,0.556541019955654,2,8.6215281853309,0
240,-0.0275421769039167,0.0575,5.75,3,70.4640532101323,0.793692897141173,4,46.1072463989258,0
241,-0.0276839218998066,0.04,4,1,78.9473684210526,0.956597222222222,4,24.2414312362671,15
242,-0.0147191324095911,0.05,5,1,81.7256002368443,0.762308998302207,5,18.1910440444946,5
243,-0.0224242287450409,0.035,3.5,2,69.0285060247284,0.844559585492228,3,10,0
244,-0.020025401303883,0.0025,0.25,1,0,NA,0.25,78.2623825073242,78.2623825073242
245,-0.00139495628856821,0.0875,8.75,2,80.2658085917115,0.73547472838923,6.5,2.20203050885882,0
246,-0.0293437613072456,0.165,16.5,2,88.651084012257,0.864618588909138,14.25,43.7426180984035,0
247,-0.00158284882141743,0.405,40.5,1,96.992903144017,0.813885285657887,40.5,122.597703674693,80
248,0.0421679290031898,0.645,64.5,1,98.7097599330033,0.930014871839734,64.5,161.268184928007,120.830459594727
249,-0.0781242959597148,0,0,0,NA,NA,0,NA,NA
250,-0.0435429523023777,0,0,0,NA,NA,0,NA,NA
251,-0.0585476798856689,0,0,0,NA,NA,0,NA,NA
252,-0.0108916221275013,0.0875,8.75,3,79.7837876815672,0.792158715162966,7.25,8.24049791608538,0
253,0.0320016408604533,0.1175,11.75,7,73.4064100854278,0.645892351274788,6.75,15.0260196848119,0
254,0.0278133069008254,0.07,7,5,63.3940169795165,0.59378733572282,2.25,19.2941654750279,0
255,0.00262447276816431,0.04,4,2,71.3827116079853,0.869791666666667,3.5,29.1402523517609,10
256,-0.0145404165204309,0,0,0,NA,NA,0,NA,NA
257,-0.0492248243378708,0.0025,0.25,1,0,NA,0.25,0,0
258,-0.00976965571064284,0.09,9,2,84.5249616403217,0.78021978021978,8.25,2.09229098425971,0
259,0.019994614381676,0.2375,23.75,3,88.8614239713639,0.783992285438766,15.5,4.53374728152626,0
260,0.229767833306687,0.8575,85.75,1,99.5794816088838,0.891704570067143,85.75,56.2000592568178,10
261,0.0829195997200441,0.595,59.5,1,98.4399608047141,0.811346927451796,59.5,76.3596261930065,31.6227760314941
262,-0.0273137148062233,0,0,0,NA,NA,0,NA,NA
263,-0.0508263758280373,0.0025,0.25,1,0,NA,0.25,78.2623825073242,78.2623825073242
264,0.015838741911848,0.2775,27.75,1,95.2720210973421,0.965397923875433,27.75,62.2879931131999,25
265,-0.0019152658108942,0.06,6,1,83.7764057650598,0.972004479283315,6,117.475345293681,102.95630645752
266,-0.0480909790095575,0,0,0,NA,NA,0,NA,NA
267,-0.0287119863310363,0.03,3,2,68.9081048780414,0.757428744693754,2.75,27.5098387400309,18.0277557373047
268,0.001038186148362,0.225,22.5,3,92.3052389566146,0.823682628731717,21.5,53.8649072011312,7.07106781005859
269,0.0170553836934414,0.255,25.5,4,86.7306378341493,0.794623537609565,13.5,12.1781629300585,0
270,-0.00625079914039816,0.06,6,2,78.8706482445601,0.888017917133259,5.5,6.45833333333333,0
271,-0.000293883382742024,0,0,0,NA,NA,0,NA,NA
272,-0.0186255565979809,0,0,0,NA,NA,0,NA,NA
273,-0.0144214264558104,0,0,0,NA,NA,0,NA,NA
274,-0.0435840059578186,0.0225,2.25,1,70.1754385964912,0.829497016197783,2.25,4.48027504814996,0
275,-0.283951625776535,0,0,0,NA,NA,0,NA,NA
276,-0.270508251553401,0,0,0,NA,NA,0,NA,NA
277,-0.0896436505159363,0,0,0,NA,NA,0,NA,NA
278,-0.0387148078135215,0,0,0,NA,NA,0,NA,NA
279,-0.0443932327395305,0,0,0,NA,NA,0,NA,NA
280,-0.0308165054959682,0,0,0,NA,NA,0,NA,NA
281,-0.0227871428316212,0,0,0,NA,NA,0,NA,NA
282,-0.0852089169062674,0,0,0,NA,NA,0,NA,NA
283,-0.180876400387933,0,0,0,NA,NA,0,NA,NA
284,0.0116553375754302,0.16,16,4,83.6341918373823,0.766156462585034,10,142.788184165955,115.108642578125
285,0.113514509881497,0.8,80,2,99.1114513100288,0.925496688741722,79.75,71.4607417583466,25
286,0.305869740042835,1,100,1,100,NA,100,40.4239600563049,0
287,0.14710516806299,0.515,51.5,1,97.9291261653514,0.940782213130198,51.5,87.2704112969556,30.4138145446777
288,-0.0215570703699632,0.055,5.5,4,69.7290243085658,0.626517273576097,4,33.428276235407,18.0277557373047
289,0.0708205972755604,0.525,52.5,4,94.2313061498468,0.833086552698883,46.75,56.2921366282872,7.07106781005859
290,0.0834937397056638,0.8175,81.75,1,99.442091962007,0.973357607513154,81.75,60.1982048687949,11.1803398132324
291,-0.0278772206348367,0.14,14,1,91.1967767414513,0.928074802205706,14,78.2360187258039,60.2079734802246
292,-0.0358587811180041,0,0,0,NA,NA,0,NA,NA
293,-0.00601767128130632,0.045,4.5,1,80.4523936425773,0.922435524529765,4.5,11.1755295859443,0
294,-0.0539760064620009,0.0075,0.75,1,44.4894453484604,1,0.75,57.1000061035156,54.0832710266113
295,-0.0054972273184103,0.21,21,1,93.778005777053,0.940531815478719,21,14.6664778845651,0
296,-0.000700597110231911,0.07,7,5,63.2623683540652,0.6415770609319,3.25,2.08040741511754,0
297,-0.0343789217880476,0.135,13.5,1,90.9386564749522,0.850829759462987,13.5,0.648148148148148,0
298,-0.0923362600943074,0,0,0,NA,NA,0,NA,NA
299,-0.00682977990873042,0.3675,36.75,1,96.5811989595545,0.976490294899863,36.75,35.3655529541223,15
300,0.0192002867673,0.26,26,2,91.0391062034469,0.869923399335164,18.5,21.1851830482483,0
301,0.0311412530858433,0.32,32,3,93.9457408877403,0.848523100227216,30.25,1.56527608633041,0
302,0.0293001675412233,0.465,46.5,1,97.5448886830867,0.858726363833949,46.5,0.683177783925046,0
303,-2.95734730025288e-05,0.0625,6.25,1,84.2105263157895,0.946666666666667,6.25,0.2,0
304,0.014718141548783,0.04,4,7,38.7871402570056,0.392361111111111,1.25,12.5754704475403,0
