"metric_1","metric_2","correlation","abs_correlation"
"np_flood","elevation_mean",0.302938867994228,0.302938867994228
"np_flood","elevation_min",0.302889362874726,0.302889362874726
"gyrate","pland_flood",0.281924065468233,0.281924065468233
"gyrate","flood_share",0.281924065468233,0.281924065468233
"flood_clumpy","flood_lpi",0.281176679385153,0.281176679385153
"contig","mean_dist_green",-0.279961395729336,0.279961395729336
"enn","mean_dist_green",0.274484533623024,0.274484533623024
"gyrate","flood_lpi",0.267604344263744,0.267604344263744
"fwei_change_mean","np_flood",0.266760242889178,0.266760242889178
"elevation_mean","slope_mean",0.261593469736557,0.261593469736557
"elevation_min","slope_mean",0.259676305274562,0.259676305274562
"flood_clumpy","elevation_mean",-0.25133673185029,0.25133673185029
"flood_clumpy","elevation_min",-0.251322894789602,0.251322894789602
"flood_share","flood_clumpy",0.24553422692779,0.24553422692779
"pland_flood","flood_clumpy",0.24553422692779,0.24553422692779
"contig","slope_mean",0.238572793214688,0.238572793214688
"green_percent","flood_cohesion",0.236785718948029,0.236785718948029
"contig","fwei_change_mean",0.230579005503771,0.230579005503771
"contig","flood_share",0.221676943818352,0.221676943818352
"contig","pland_flood",0.221676943818352,0.221676943818352
"green_percent","fwei_change_mean",0.215695099962324,0.215695099962324
"gyrate","fwei_change_mean",0.210074050803607,0.210074050803607
"area","flood_cohesion",0.207128837193659,0.207128837193659
"gyrate","slope_mean",0.20349991601836,0.20349991601836
"np_flood","min_dist_green",-0.198483726001959,0.198483726001959
"gyrate","min_dist_green",-0.198201067441372,0.198201067441372
"enn","elevation_min",0.197710787025827,0.197710787025827
"enn","elevation_mean",0.19765936463071,0.19765936463071
"contig","flood_lpi",0.196618766820066,0.196618766820066
"fwei_change_mean","elevation_mean",0.19361957362641,0.19361957362641
"fwei_change_mean","elevation_min",0.193465475526638,0.193465475526638
"area","fwei_change_mean",0.187927337046895,0.187927337046895
"contig","min_dist_green",-0.181187433651521,0.181187433651521
"area","min_dist_green",-0.180208216221032,0.180208216221032
"gyrate","flood_cohesion",0.179211904563705,0.179211904563705
"green_percent","slope_mean",0.178562223054619,0.178562223054619
"area","slope_mean",0.173901394034107,0.173901394034107
"np_flood","mean_dist_green",-0.144740317498082,0.144740317498082
"area","elevation_mean",0.144524739857265,0.144524739857265
"area","elevation_min",0.14420665236181,0.14420665236181
"enn","min_dist_green",0.140448798224217,0.140448798224217
"area","enn",-0.138900636138669,0.138900636138669
"contig","flood_cohesion",0.137934508536795,0.137934508536795
"flood_lpi","elevation_min",-0.137744562064838,0.137744562064838
"flood_lpi","elevation_mean",-0.137486920548684,0.137486920548684
"flood_cohesion","elevation_min",-0.133856927987062,0.133856927987062
"flood_cohesion","elevation_mean",-0.133680647226405,0.133680647226405
"green_percent","np_flood",0.133385353782765,0.133385353782765
"fwei_change_mean","slope_mean",0.124707147963561,0.124707147963561
"flood_clumpy","min_dist_green",0.123787689146892,0.123787689146892
"flood_cohesion","min_dist_green",-0.122355666195917,0.122355666195917
"contig","np_flood",0.121163362896104,0.121163362896104
"flood_clumpy","mean_dist_green",0.110739205423598,0.110739205423598
"np_flood","slope_mean",0.102868911674391,0.102868911674391
"flood_share","slope_mean",0.102082716887825,0.102082716887825
"pland_flood","slope_mean",0.102082716887825,0.102082716887825
"pland_flood","elevation_min",-0.0999128128322349,0.0999128128322349
"flood_share","elevation_min",-0.0999128128322348,0.0999128128322348
"flood_share","elevation_mean",-0.099640416689382,0.099640416689382
"pland_flood","elevation_mean",-0.099640416689382,0.099640416689382
"fwei_change_mean","mean_dist_green",0.0979397450286334,0.0979397450286334
"gyrate","enn",-0.0963419660764869,0.0963419660764869
"np_flood","flood_lpi",-0.0937515875106419,0.0937515875106419
"mean_dist_green","slope_mean",-0.0880232184785747,0.0880232184785747
"flood_lpi","slope_mean",0.0851031703880196,0.0851031703880196
"flood_lpi","mean_dist_green",0.0827476642500892,0.0827476642500892
"green_percent","elevation_mean",0.0809800242434778,0.0809800242434778
"green_percent","elevation_min",0.080644011895134,0.080644011895134
"enn","flood_share",-0.0759481497679394,0.0759481497679394
"enn","pland_flood",-0.0759481497679394,0.0759481497679394
"min_dist_green","slope_mean",-0.0748428838994005,0.0748428838994005
"enn","flood_lpi",-0.0716242399718419,0.0716242399718419
"area","flood_clumpy",0.0639042601514647,0.0639042601514647
"flood_clumpy","slope_mean",-0.0600460692157635,0.0600460692157635
"enn","flood_cohesion",-0.058505254861404,0.058505254861404
"flood_share","mean_dist_green",0.0549919978255608,0.0549919978255608
"pland_flood","mean_dist_green",0.0549919978255608,0.0549919978255608
"gyrate","np_flood",0.0509599165628256,0.0509599165628256
"flood_cohesion","slope_mean",0.0491059447522403,0.0491059447522403
"enn","np_flood",-0.0433637823545434,0.0433637823545434
"fwei_change_mean","flood_clumpy",0.0428424269109231,0.0428424269109231
"min_dist_green","elevation_mean",-0.0427023719924817,0.0427023719924817
"min_dist_green","elevation_min",-0.0425712782673712,0.0425712782673712
"flood_share","min_dist_green",-0.0390921516001934,0.0390921516001934
"pland_flood","min_dist_green",-0.0390921516001934,0.0390921516001934
"contig","flood_clumpy",-0.0365312556782525,0.0365312556782525
"area","np_flood",-0.0358572402960327,0.0358572402960327
"enn","slope_mean",0.0323200841682053,0.0323200841682053
"flood_share","np_flood",0.0248323305852554,0.0248323305852554
"pland_flood","np_flood",0.0248323305852554,0.0248323305852554
"fwei_change_mean","min_dist_green",-0.0214661000285335,0.0214661000285335
"enn","fwei_change_mean",-0.0156333176583808,0.0156333176583808
"green_percent","flood_clumpy",0.0129572646405102,0.0129572646405102
"np_flood","flood_cohesion",-0.0127670562098272,0.0127670562098272
"mean_dist_green","elevation_mean",-0.0103702457695796,0.0103702457695796
"flood_cohesion","mean_dist_green",-0.0101953468743194,0.0101953468743194
"mean_dist_green","elevation_min",-0.0101953215469627,0.0101953215469627
"gyrate","flood_clumpy",0.00846034718582936,0.00846034718582936
"enn","flood_clumpy",-0.00598796936240974,0.00598796936240974
"flood_lpi","min_dist_green",-0.00388543041583598,0.00388543041583598
"contig","enn",-0.00252067655755181,0.00252067655755181
